date,y,cluster,distance
2008-01-25,8.49556089128912,1,0.040108075421310584
2008-01-26,8.41737285613403,1,0.03807995973394175
2008-01-27,8.57262789830434,1,0.11717508243645651
2008-01-28,8.73648935100155,1,0.2810365351336537
2008-01-29,8.63408694288774,1,0.178634127019824
2008-01-30,8.67351294567119,1,0.21806012980332412
2008-02-01,8.82423661734664,1,0.368783801478753
2008-02-02,8.53797573059877,1,0.08252291473082858
2008-02-03,9.69806112202708,0,0.14082161916626446
2008-02-06,9.69171658751689,0,0.1471661536764237
2008-02-07,9.31560088263368,0,0.5232818585596515
2008-02-08,8.97081334141145,1,0.5153605255435441
2008-02-09,8.58914169072882,1,0.13368887486090594
2008-02-10,8.61740045183326,1,0.1619476359653923
2008-02-11,8.61631428228404,1,0.1608614664161013
2008-02-12,8.21554741194707,1,0.23990540392084062
2008-02-13,8.06495089174914,1,0.3905019241187857
2008-02-14,8.11342663994365,1,0.3420261759242538
2008-02-15,7.79934339821592,2,0.3193388305796619
2008-02-16,7.6275443904885,2,0.14753982285225203
2008-02-17,7.55590509361135,2,0.07590052597508526
2008-02-18,7.71154897962915,2,0.2315444119929086
2008-02-19,7.78862606562503,2,0.3086214979887855
2008-02-20,7.70841066725737,2,0.22840609962111236
2008-02-21,7.76853330092603,2,0.2885287332897977
2008-02-22,7.69530313496357,2,0.21529856732730748
2008-02-23,7.37838371299671,2,0.10162085463954951
2008-02-24,7.91059061225648,2,0.4305860446202299
2008-02-25,7.62657020629066,2,0.14656563865443784
2008-02-26,7.57353126274595,2,0.09352669510969629
2008-02-27,7.56786260546388,2,0.08785803782761371
2008-02-29,7.5522372875608,2,0.07223271992455627
2008-03-02,7.33693691370762,2,0.14306765392862694
2008-03-05,8.12474302038557,1,0.3307097954823312
2008-03-06,7.88758403166028,2,0.40757946402403605
2008-03-07,7.81963630236759,2,0.33963173473133884
2008-03-08,7.38398945797851,2,0.09601510965769841
2008-03-09,7.81439963380449,2,0.33439506616823494
2008-03-10,7.5422134631934,2,0.062208895557227355
2008-03-11,7.54855597916987,2,0.06855141153363921
2008-03-12,7.6889133368648,2,0.20890876922857568
2008-03-13,7.4770384723197,2,0.0029660953167103734
2008-03-14,7.35883089834235,2,0.12117366929392258
2008-03-15,7.03262426102801,2,0.4473803066082406
2008-03-16,7.11801620446533,2,0.36198836317092636
2008-03-17,7.34987370473834,2,0.13013086289791748
2008-03-18,7.32646561384032,2,0.15353895379592358
2008-03-19,7.36391350140582,2,0.11609106623040354
2008-03-20,7.27793857294566,2,0.2020659946905718
2008-03-21,7.25134498337221,2,0.22865958426404245
2008-03-22,7.00215595440362,2,0.4778486132326218
2008-03-23,7.16394668434255,2,0.3160578832937006
2008-03-24,7.7591874385078,2,0.27918287087155713
2008-03-25,7.51860721681525,2,0.03860264917891919
2008-03-26,7.41397029019044,2,0.06603427744583114
2008-03-27,7.44249272279444,2,0.03751184484184205
2008-03-28,7.2283884515736,2,0.25161611606263606
2008-03-29,6.99117688712121,2,0.4888276805150307
2008-03-30,7.2115567333138,2,0.2684478343224385
2008-03-31,7.31121838441963,2,0.16878618321663189
2008-04-01,7.34923082461333,2,0.13077374302295255
2008-04-02,7.51425465281641,2,0.034250085180190626
2008-04-03,7.39326309476384,2,0.08674147287244559
2008-04-04,7.28619171470238,2,0.19381285293385633
2008-04-05,7.27309259599952,2,0.206911971636705
2008-04-06,7.16857989726403,2,0.3114246703722086
2008-04-07,7.61134771740362,2,0.13134314976739297
2008-04-08,7.61775957660851,2,0.13775500897226797
2008-04-09,7.42595365707754,2,0.05405091055869752
2008-04-10,8.18200013629341,1,0.27345267957448205
2008-04-11,7.39939808333135,2,0.08060648430490458
2008-04-12,7.1066061377273,2,0.373398429908943
2008-04-13,7.08086789669078,2,0.3991366709454541
2008-04-14,7.42117752859539,2,0.05882703904076955
2008-04-15,7.49164547360513,2,0.011640905968913477
2008-04-16,7.38585107812521,2,0.09415348951101556
2008-04-17,7.68294316987829,2,0.20293860224204324
2008-04-18,7.6889133368648,2,0.20890876922857568
2008-04-19,7.2591161280971,2,0.22088843953913662
2008-04-20,8.14496941708788,1,0.31048339878003905
2008-04-21,8.71391062849392,1,0.25845781262602324
2008-04-22,8.09101504171053,1,0.36443777415737705
2008-04-23,7.84031298332016,2,0.3603084156839019
2008-04-24,7.64873978895624,2,0.1687352213199964
2008-04-25,8.02092771898158,1,0.43452509688631225
2008-04-26,7.83002808253384,2,0.35002351489760464
2008-04-27,7.72753511047545,2,0.247530542839216
2008-04-28,7.83597458172157,2,0.3559700140853281
2008-04-29,7.62657020629066,2,0.14656563865443784
2008-04-30,7.64444076155657,2,0.1644361939203053
2008-05-01,7.54855597916987,2,0.06855141153363921
2008-05-02,7.44073370738926,2,0.03927086024693704
2008-05-03,7.07326971745971,2,0.4067348501765357
2008-05-04,7.02642680869964,2,0.4535777589366005
2008-05-05,7.39203156751459,2,0.0879730001216118
2008-05-06,7.29301767977278,2,0.1869868878634789
2008-05-07,7.36137542897735,2,0.11862913865887467
2008-05-08,7.51261754467451,2,0.03261297703820918
2008-05-09,7.46049030582534,2,0.01951426181082969
2008-05-10,7.11476944836646,2,0.36523511926978597
2008-05-11,7.12528309151071,2,0.35472147612553245
2008-05-12,7.45587668749182,2,0.02412788014433393
2008-05-13,7.31721240835984,2,0.16279215927642673
2008-05-14,7.41034709782102,2,0.06965746981525353
2008-05-15,7.40245152081824,2,0.07755304681805597
2008-05-16,7.29437729928882,2,0.18562726834740864
2008-05-17,6.98933526597456,2,0.4906693016616759
2008-05-18,6.99301512293296,2,0.4869894447032916
2008-05-19,7.4312996751559,2,0.048704892480365324
2008-05-20,7.36201055125973,2,0.1179940163765346
2008-05-21,7.454719949364,2,0.025284618272311325
2008-05-22,7.36833968631138,2,0.111664881324834
2008-05-23,7.14361760270412,2,0.3363869649321271
2008-05-25,6.89060912014717,2,0.5893954474890774
2008-05-26,6.97447891102505,2,0.5055256566111974
2008-05-27,7.26612877955645,2,0.21387578807979604
2008-05-28,7.27031288607902,2,0.2096916815572149
2008-05-29,7.26542972325395,2,0.2145748443823103
2008-05-30,7.15773548424991,2,0.3222690833863422
2008-05-31,6.86589107488344,2,0.6141134927527985
2008-06-03,7.15383380157884,2,0.32617076605739
2008-06-04,7.21670948670946,2,0.2632950809268003
2008-06-05,7.20191631753163,2,0.27808825010461014
2008-06-06,7.21229446850034,2,0.26771009913588967
2008-06-07,7.18614430452233,2,0.2938602631139166
2008-06-09,6.88243747099785,2,0.5975670966383971
2008-06-10,7.18311170174328,2,0.29689286589297403
2008-06-11,7.24279792279376,2,0.2372066448424705
2008-06-12,7.1929342212158,2,0.2870703464204524
2008-06-13,7.18387071506245,2,0.29613385257380265
2008-06-14,6.97073007814353,2,0.5092744894927108
2008-06-15,6.9177056098353,2,0.562298957800945
2008-06-16,7.22256601882217,2,0.25743854881407585
2008-06-17,7.35691824235602,2,0.12308632528023226
2008-06-18,7.24279792279376,2,0.2372066448424705
2008-06-19,7.22329567956231,2,0.25670888807391773
2008-06-20,7.16317239084664,2,0.31683217678959863
2008-06-21,7.24136628332232,2,0.2386382843139307
2008-06-22,6.98656645940643,2,0.4934381082298209
2008-06-23,6.96318998587024,2,0.5168145817660001
2008-06-24,7.25063551189868,2,0.22936905573757058
2008-06-25,7.1608459066643,2,0.3191586609719414
2008-06-26,7.13249755166004,2,0.34750701597621525
2008-06-27,7.09174211509515,2,0.3882624525411041
2008-06-28,7.01211529430638,2,0.46788927332986807
2008-06-29,6.85751406254539,2,0.6224905050908518
2008-07-02,7.13009851012558,2,0.3499060575106575
2008-07-03,7.27724772663148,2,0.20275684100477326
2008-07-04,7.03878354138854,2,0.4412210262476962
2008-07-05,6.89060912014717,2,0.5893954474890774
2008-07-06,6.95749737087695,2,0.5225071967592968
2008-07-07,7.29573507274928,2,0.18426949488694574
2008-07-08,7.49720722320332,2,0.01720265556702703
2008-07-09,7.31055015853442,2,0.16945440910184786
2008-07-10,7.20489251020467,2,0.2751120574315748
2008-07-11,7.22256601882217,2,0.25743854881407585
2008-07-12,7.25770767716004,2,0.22229689047621862
2008-08-01,7.42595365707754,2,0.05405091055869752
2008-08-02,7.11720550316434,2,0.36279906447191007
2008-08-03,7.24992553671799,2,0.23007903091824772
2008-08-04,8.27690348126706,1,0.1785493346008493
2008-08-05,7.60638738977265,2,0.12638282213641786
2008-08-06,7.64396194900253,2,0.16395738136630147
2008-08-07,8.01234963932779,1,0.443103176540119
2008-08-08,7.93020620668468,2,0.4502016390484369
2008-08-09,7.50878717063428,2,0.028782602997958148
2008-08-10,7.52131798019924,2,0.0413134125630458
2008-08-11,7.58984151218266,2,0.10983694454640137
2008-08-12,7.50052948539529,2,0.02052491775900167
2008-08-13,7.37023064180708,2,0.10977392582914298
2008-08-14,7.38523092306657,2,0.09477364456970608
2008-08-15,7.30249642372733,2,0.17750814390891934
2008-08-16,7.27517231945277,2,0.20483224818349247
2008-08-17,7.39203156751459,2,0.0879730001216118
2008-08-18,7.51697722460432,2,0.03697265696803008
2008-08-19,7.90912218321141,2,0.42911761557516925
2008-08-20,7.72312009226633,2,0.24311552463007635
2008-08-21,7.67042852219069,2,0.19042395455446387
2008-08-22,7.62900388965296,2,0.14899932201673277
2008-08-23,7.43070708254597,2,0.04929748509027722
2008-08-24,7.57967882309046,2,0.0996742554542422
2008-08-25,7.9483852851119,2,0.4683807174756599
2008-08-26,7.79564653633459,2,0.31564196869833144
2008-08-27,8.00736706798333,1,0.44808574788458455
2008-08-28,7.79069603117474,2,0.3106914635384951
2008-08-29,7.83280751652486,2,0.3528029488886246
2008-08-30,7.51479976048867,2,0.034795192852309365
2008-08-31,7.6275443904885,2,0.14753982285225203
2008-09-01,7.85515700588134,2,0.375152438245096
2008-09-02,7.96485088744731,2,0.484846319811064
2008-09-03,7.74586822979227,2,0.26586366215600665
2008-09-04,8.08085641964099,1,0.3745963962269277
2008-09-05,8.25997565976828,1,0.1954771560996074
2008-09-06,7.7698009960039,2,0.2897964283676706
2008-09-07,8.17751582384608,1,0.277936992021811
2008-09-08,9.28173036806286,0,0.5571523731304641
2008-09-09,8.33854487998858,1,0.11690793587935121
2008-09-10,7.83042561782033,2,0.3504210501840866
2008-09-11,7.8087293067444,2,0.328724739108147
2008-09-12,7.81681996576455,2,0.33681539812829714
2008-09-13,7.55485852104068,2,0.07485395340444503
2008-09-14,8.55506684384432,1,0.09961402797642817
2008-09-15,8.20794694104862,1,0.24750587481925332
2008-09-16,8.08363720314155,1,0.37181561272637204
2008-09-17,7.79110951061003,2,0.3111049429737931
2008-09-18,7.67089483136212,2,0.19089026372586243
2008-09-19,7.64012317269536,2,0.16011860505912573
2008-09-20,7.55013534248843,2,0.07013077485216111
2008-09-21,8.24931374626064,1,0.2061390696072686
2008-09-22,8.3039999709552,1,0.1514528449127659
2008-09-23,8.12681372072611,1,0.32863909514178014
2008-09-24,7.70616297019958,2,0.22615840256333486
2008-09-25,7.66387725870347,2,0.18387269106723445
2008-09-26,7.52671756135271,2,0.04671299371646968
2008-09-27,7.92588031673756,2,0.4458757491013141
2008-09-28,7.92153563213355,2,0.44153106449731455
2008-09-29,8.03398273468322,1,0.4214700811846829
2008-09-30,7.72577144158795,2,0.24576687395169172
2008-10-01,7.69439280262942,2,0.21438823499316387
2008-10-02,7.44949800538285,2,0.030506562253412146
2008-10-03,7.39141523467536,2,0.0885893329609112
2008-10-04,7.34601020991329,2,0.13399435772294147
2008-10-05,8.10137467122858,1,0.3540781446393177
2008-10-06,8.15651022607997,1,0.29894258978794863
2008-10-07,7.97108575350561,1,0.4843670623623019
2008-10-08,7.87283617502572,2,0.39283160738948514
2008-10-09,7.63530388625941,2,0.15529931862316554
2008-10-10,7.58781721999343,2,0.10781265235717677
2008-10-11,7.34213173058472,2,0.13787283705149972
2008-10-12,8.17751582384608,1,0.277936992021811
2008-10-13,8.34093322600088,1,0.1145195898670711
2008-10-14,8.47657950853094,1,0.021126692662969366
2008-10-15,7.87359778968554,2,0.3935932220492898
2008-10-16,7.71735127218533,2,0.2373467045490988
2008-10-17,7.49052940206071,2,0.010524834424521614
2008-10-18,7.37588214821501,2,0.10412241942124405
2008-10-19,8.07558263667172,1,0.3798701791961963
2008-10-20,8.16536363247398,1,0.2900891833939147
2008-10-23,7.58528107863913,2,0.10527651100289516
2008-10-24,7.60738142563979,2,0.12737685800353876
2008-10-25,7.26752542782817,2,0.21247913980807243
2008-10-26,8.04012466444838,1,0.4153281514195418
2008-10-27,8.10922495308995,1,0.3462278627779842
2008-10-28,8.80687326653069,1,0.351420450662802
2008-10-29,7.74716496652033,2,0.26716039888407794
2008-10-30,7.48099216286952,2,0.000987595235552237
2008-10-31,7.34665516317654,2,0.13334940445972454
2008-11-01,7.24708058458576,2,0.23292398305050366
2008-11-02,7.93808872689695,2,0.4580841592607008
2008-11-03,9.03562977818356,1,0.5801769623156618
2008-11-04,8.04109100370863,1,0.4143618121592573
2008-11-05,7.40610338123702,2,0.07390118639921066
2008-11-06,7.97384437594469,1,0.48160843992323354
2008-11-07,7.76811037852599,2,0.28810581088974857
2008-11-08,7.4713630881871,2,0.008641479449167346
2008-11-09,8.03008409426756,1,0.42536872160036104
2008-11-10,8.72939712269206,1,0.2739443068241314
2008-11-11,7.93701748951545,2,0.45701292187920656
2008-11-12,7.66528471847135,2,0.185280150835111
2008-11-13,7.58018941794454,2,0.10018485030831893
2008-11-14,7.7106533235012,2,0.23064875586494965
2008-11-15,7.26122509197192,2,0.21877947566431089
2008-11-16,8.04654935728308,1,0.40890345858483385
2008-11-17,8.09346227450118,1,0.36199054136673936
2008-11-18,7.76726399675731,2,0.28725942912106994
2008-11-19,7.49665243816828,2,0.016647870532274137
2008-11-20,7.5522372875608,2,0.07223271992455627
2008-11-21,7.49720722320332,2,0.01720265556702703
2008-11-22,7.3125534981026,2,0.16745106953366587
2008-11-23,7.93880224815448,2,0.4587976805182354
2008-11-24,9.05870319731322,1,0.6032503814453058
2008-11-25,8.19422930481982,1,0.261223511048116
2008-11-26,7.51914995766982,2,0.039145390033520404
2008-11-27,7.55118686729615,2,0.07118229965991119
2008-11-28,7.71378461659875,2,0.23378004896251198
2008-11-29,7.60589000105312,2,0.12588543341686273
2008-11-30,8.49902922078857,1,0.04357640492080382
2008-12-01,8.29179710504873,1,0.1636557108192317
2008-12-02,7.89469085042562,2,0.41468628278937386
2008-12-03,7.79028238070348,2,0.3102778130672492
2008-12-04,7.65539064482615,2,0.17538607718989113
2008-12-05,7.61035761831284,2,0.13035305067660194
2008-12-06,7.53101633207792,2,0.051011764441616425
2008-12-07,8.23137604557397,1,0.22407677029392542
2008-12-08,8.00670084544037,1,0.4487519704275379
2008-12-09,7.85864065562079,2,0.37863608798453563
2008-12-10,7.69712131728263,2,0.21711674964638594
2008-12-11,7.59588991771854,2,0.11588535008230878
2008-12-12,7.73587031995257,2,0.255865752316311
2008-12-13,7.35115822643069,2,0.12884634120556715
2008-12-14,8.03138533062553,1,0.4240674852423648
2008-12-15,8.39434736141739,1,0.06110545445060541
2008-12-16,7.82364593083495,2,0.3436413631987116
2008-12-17,8.08671792030391,1,0.3687348955639878
2008-12-18,7.77148876011762,2,0.2914841924813739
2008-12-19,8.68895923427068,1,0.23350641840280909
2008-12-20,7.74716496652033,2,0.26716039888407794
2008-12-21,7.96067260838812,2,0.4806680407518708
2008-12-22,8.62461158818351,1,0.16915877231562926
2008-12-23,7.99665387546261,1,0.45879894040531066
2008-12-24,7.62070508683826,2,0.14070051920200288
2008-12-25,7.4318919168078,2,0.04811265082845521
2008-12-26,7.46278915741245,2,0.017215410223861794
2008-12-27,7.4489161025442,2,0.031088465092082223
2008-12-28,8.25140306538056,1,0.20404975048733356
2008-12-29,8.55525939222269,1,0.09980657635484155
2008-12-30,8.31581113188354,1,0.13964168398440596
2008-12-31,8.30992298925832,1,0.14552982660956368
2009-01-01,7.75876054415766,2,0.2787559765214113
2009-01-02,8.80821966511841,1,0.3527668492505185
2009-01-04,10.1538181636943,0,0.31493542250093365
2009-01-05,9.26785427817679,0,0.571028463016546
2009-01-06,8.43424627059531,1,0.02120654527271856
2009-01-07,8.13768818497761,1,0.31776463089028806
2009-01-08,8.04494704961772,1,0.41050576625019
2009-01-09,8.22897764335831,1,0.22647517250956997
2009-01-10,8.14118979345769,1,0.31426302241023474
2009-01-11,9.21562637640542,0,0.6232563647879231
2009-01-12,8.73278832497312,1,0.27733550910524807
2009-01-13,8.51016857647927,1,0.05471576061143253
2009-01-14,8.10409905614358,1,0.35135375972434013
2009-01-15,7.95014988765202,2,0.4701453200157796
2009-01-16,7.85205020726589,2,0.37204563962964793
2009-01-17,7.65633716643018,2,0.17633259879395813
2009-01-18,8.04430540699064,1,0.4111474088772684
2009-01-19,8.80101783354071,1,0.34556501767278813
2009-01-20,7.82963038915019,2,0.34962582151394683
2009-01-21,7.77737360265786,2,0.29736903502161555
2009-01-22,7.93522953981691,2,0.45522497218065794
2009-01-23,7.67229245562876,2,0.19228788799250157
2009-01-24,7.38832785957711,2,0.0916767080591441
2009-01-25,7.51152464839087,2,0.03152008075460041
2009-01-26,7.66340766489348,2,0.18340309725721807
2009-01-27,7.78945456608667,2,0.3094499984504212
2009-01-28,7.80791662892641,2,0.32791206129015643
2009-01-29,7.82484569102686,2,0.34484112339061945
2009-01-30,7.90654723236804,2,0.4265426647317938
2009-01-31,7.70210434005105,2,0.22209977241479117
2009-02-01,8.47762041629641,1,0.02216760042849096
2009-02-03,8.06211758275474,1,0.3933352331131759
2009-02-04,8.06652149046999,1,0.3889313253979139
2009-02-05,8.05959232888755,1,0.3958604869803664
2009-02-06,8.04942705711069,1,0.4060257587572283
2009-02-07,7.7621706071382,2,0.2821660395019676
2009-02-08,8.09773057366422,1,0.3577222422036951
2009-02-09,8.01829613851552,1,0.43715667735239316
2009-02-10,7.61677580869837,2,0.13677124106211822
2009-02-11,7.84267147497946,2,0.36266690734320334
2009-02-12,7.76853330092603,2,0.2885287332897977
2009-02-13,7.53047999524554,2,0.05047542760928199
2009-02-14,7.33236920592906,2,0.14763536170719782
2009-02-15,7.22402480828583,2,0.2559797593504178
2009-02-16,7.41637847919293,2,0.0636260884433458
2009-02-17,7.42714413340862,2,0.05286043422762462
2009-02-18,7.39756153552405,2,0.08244303211220365
2009-02-19,7.49554194388426,2,0.015537376248074861
2009-02-20,7.39939808333135,2,0.08060648430490458
2009-02-21,7.00850518208228,2,0.47149938555396553
2009-02-22,7.11801620446533,2,0.36198836317092636
2009-02-23,7.48380668766583,2,0.003802120028224695
2009-02-24,7.57147364885127,2,0.09146908121501723
2009-02-25,7.64826303090192,2,0.16825846326565214
2009-02-26,7.47420480649612,2,0.005799761139848177
2009-02-27,7.47250074473756,2,0.007503822898121433
2009-02-28,7.2115567333138,2,0.2684478343224385
2009-03-01,7.34342622914737,2,0.1365783384888653
2009-03-02,7.48211892355212,2,0.0021143559161364896
2009-03-03,7.41095187558364,2,0.06905269205265835
2009-03-04,7.40306109109009,2,0.07694347654618952
2009-03-05,7.45298232946546,2,0.027022238170637106
2009-03-06,7.42356844425917,2,0.0564361233771416
2009-03-07,7.08506429395255,2,0.3949402736836994
2009-03-08,7.21081845347222,2,0.2691861141640293
2009-03-09,7.35627987655075,2,0.12372469108548893
2009-03-10,7.30451594646016,2,0.17548862117608363
2009-03-11,7.46565531013406,2,0.014349257502290937
2009-03-12,7.86901937649902,2,0.3890148088627733
2009-03-13,7.24850407237061,2,0.23150049526563837
2009-03-14,7.07834157955767,2,0.40166298807858475
2009-03-15,7.2211050981825,2,0.25889946945374703
2009-03-16,7.33432935030054,2,0.14567521733569283
2009-03-17,7.29233717617388,2,0.187667391462382
2009-03-18,7.2991214627108,2,0.18088310492544024
2009-03-19,7.28344822875663,2,0.19655633887961185
2009-03-20,7.30182234213793,2,0.17818222549831406
2009-03-21,7.06219163228656,2,0.417812935349684
2009-03-22,7.18159194461187,2,0.2984126230243796
2009-03-23,7.50549227473742,2,0.02548770710108002
2009-03-24,7.87473912517181,2,0.39473455753556447
2009-03-25,7.57865685059476,2,0.0986522829584907
2009-03-26,7.36707705988101,2,0.11292750775523906
2009-03-27,7.25700270709207,2,0.22300186054416857
2009-03-28,7.05617528410041,2,0.42382928353584454
2009-03-29,7.50273821075485,2,0.022733643118533698
2009-03-30,7.44307837434852,2,0.036926193287794486
2009-03-31,7.48155570190952,2,0.0015511342718187416
2009-04-01,7.48211892355212,2,0.0021143559161364896
2009-04-02,7.51914995766982,2,0.039145390033520404
2009-04-03,7.65964295456468,2,0.17963838692841536
2009-04-04,7.24422751560335,2,0.23577705203288027
2009-04-05,7.23273313617761,2,0.24727143145863797
2009-04-06,7.34213173058472,2,0.13787283705149972
2009-04-07,7.42117752859539,2,0.05882703904076955
2009-04-08,7.49220304261874,2,0.012198474982476542
2009-04-09,7.31521838975297,2,0.16478617788326053
2009-04-10,7.14124512235049,2,0.33875944528576
2009-04-11,7.00940893270864,2,0.4705956349276146
2009-04-12,7.08757370555797,2,0.3924308620782759
2009-04-13,7.30451594646016,2,0.17548862117608363
2009-04-14,7.37462901521894,2,0.10537555241730043
2009-04-15,7.51261754467451,2,0.03261297703820918
2009-04-16,7.51752085060303,2,0.0375162829668099
2009-04-17,7.37400185935016,2,0.10600270828606506
2009-04-18,7.14124512235049,2,0.33875944528576
2009-04-19,7.16162200293919,2,0.31838256469705345
2009-04-20,7.48493028328966,2,0.004925715653544275
2009-04-21,7.51261754467451,2,0.03261297703820918
2009-04-22,7.44483327389219,2,0.03517129374400239
2009-04-23,7.47420480649612,2,0.005799761139848177
2009-04-24,7.67182679787878,2,0.1918222302425463
2009-04-25,7.84227877911735,2,0.362274211481103
2009-04-26,7.92407232492342,2,0.4440677572871741
2009-04-27,7.82843635915759,2,0.3484317915213491
2009-04-28,7.58680353516258,2,0.10679896752634777
2009-04-29,7.62997570702779,2,0.14997113939154236
2009-04-30,7.70975686445416,2,0.22975229681792797
2009-05-01,7.52671756135271,2,0.04671299371646968
2009-05-02,7.19368581839511,2,0.2863187492411425
2009-05-03,7.25770767716004,2,0.22229689047621862
2009-05-04,7.45414107814668,2,0.02586348948960238
2009-05-05,7.48155570190952,2,0.0015511342718187416
2009-05-06,7.55903825544338,2,0.07903368780714871
2009-05-07,7.44483327389219,2,0.03517129374400239
2009-05-08,7.3375877435386,2,0.14241682409762269
2009-05-09,7.13568734702814,2,0.34431722060809944
2009-05-10,7.08506429395255,2,0.3949402736836994
2009-05-11,7.27239839257005,2,0.20760617506617463
2009-05-12,7.5109777520141,2,0.030973184377916574
2009-05-13,7.49886973397693,2,0.018865166340515833
2009-05-14,7.44424864949671,2,0.035755918139526326
2009-05-15,7.40306109109009,2,0.07694347654618952
2009-05-16,6.91671502035361,2,0.5632895472826317
2009-05-17,6.97728134163075,2,0.5027232260054942
2009-05-18,7.48268182815465,2,0.002677260517641114
2009-05-19,7.41397029019044,2,0.06603427744583114
2009-05-20,7.37211802833779,2,0.10788653929846509
2009-05-21,7.33367639565768,2,0.14632817197857834
2009-05-22,7.39510754656249,2,0.08489702107380939
2009-05-23,7.03614849375054,2,0.44385607388571013
2009-05-24,6.87419849545329,2,0.6058060721829552
2009-05-25,6.98471632011827,2,0.4952882475179785
2009-05-26,7.45587668749182,2,0.02412788014433393
2009-05-27,7.49498623395053,2,0.014981666314330988
2009-05-28,7.33106030521863,2,0.14894426241759465
2009-05-29,7.10496544826984,2,0.3750391193664098
2009-05-30,6.99393297522319,2,0.48607159241305625
2009-05-31,6.93049476595163,2,0.5495098016846164
2009-06-01,7.21817683840341,2,0.261827729232847
2009-06-02,7.4759059693674,2,0.004098598268342339
2009-06-03,7.36454701425564,2,0.11545755338061038
2009-06-04,7.23993259132047,2,0.24007197631576496
2009-06-05,7.30921236569276,2,0.17079220194347988
2009-06-06,7.13886699994552,2,0.34113756769071824
2009-06-07,6.97260625130175,2,0.5073983163344917
2009-06-08,7.18841273649695,2,0.29159183113928977
2009-06-09,7.33498187887181,2,0.1450226887644214
2009-06-10,7.33432935030054,2,0.14567521733569283
2009-06-11,7.43248380791712,2,0.04752075971912568
2009-06-12,7.39141523467536,2,0.0885893329609112
2009-06-13,6.96129604591017,2,0.5187085217260701
2009-06-14,7.02197642307216,2,0.45802814456407853
2009-06-15,7.21376830811864,2,0.26623625951759416
2009-06-16,7.50988306115491,2,0.029878493518507302
2009-06-17,7.32843735289516,2,0.15156721474110454
2009-06-18,7.49665243816828,2,0.016647870532274137
2009-06-19,7.20042489294496,2,0.27957967469127765
2009-06-20,7.08422642209792,2,0.39577814553832824
2009-06-21,7.14913159855741,2,0.330872969078838
2009-06-22,7.25629723969068,2,0.22370732794557777
2009-06-23,7.19818357710194,2,0.28182099053431725
2009-06-24,7.28892769452126,2,0.1910768731149614
2009-06-25,7.12849594568004,2,0.3515086219562068
2009-06-26,7.0825485693553,2,0.39745599828094735
2009-06-28,6.94793706861497,2,0.5320674990212834
2009-06-29,7.11232744471091,2,0.36767712292533344
2009-06-30,7.19967834569117,2,0.2803262219450785
2009-07-01,7.31721240835984,2,0.16279215927642673
2009-07-02,7.09837563859079,2,0.38162892904545886
2009-07-03,7.04490511712937,2,0.4350994505068767
2009-07-04,7.30451594646016,2,0.17548862117608363
2009-07-05,7.79358680337158,2,0.3135822357353308
2009-07-06,7.80547462527086,2,0.32547005763460946
2009-07-07,7.48324441607385,2,0.0032398484383925536
